"loan_amnt","funded_amnt","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","pymnt_plan","url","desc","purpose","title","zip_code","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","mths_since_last_major_derog","policy_code","is_bad"
11200,11200,"36 months","6.62%",343.89,"A","A2","University Of Cincinnati","10+ years","OWN",45000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1053656","Borrower added on 12/06/11 > I like to take the time to say thank you for those investors that has invest in my loan. With the use of these funds I can pay of my credit card off throw them in the trash. With the high interest rate that I have is kicking me in the behind. No problem paying them or any other bill such dose high interest rates on dose card. <br>Thank you so much and god bless<br><br>","debt_consolidation","Help me low my interest rate","452xx",18.64,0,"9/1/01",0,NA,NA,7,0,12965,52.3,23,FALSE,NA,6055,0
6400,6400,"36 months","7.51%",199.11,"A","A3","United Stationers","< 1 year","RENT",76800,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1035978","Borrower added on 11/29/11 >  I am looking to shrink my footprint by getting rid of my car. The loan is for a motorcycle to cover short trips and places where public transport doesn't run. Thanks so much for considering this investment.<br>","major_purchase","Major Purchase Loan","600xx",9.58,0,"4/1/98",1,NA,NA,11,0,12306,38.1,20,FALSE,NA,3377,0
25000,25000,"36 months","13.67%",850.44,"D","D2","ThinkBold Corporate Communications, LLC","8 years","MORTGAGE",110000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=360750","PR & Marketing Communications company is seeking a business loan to extend current business model. The company has been in business since 1999 and our revenue in 2007 was about $420,000. We have a healthy high-tech client base and long term agreements. Accounts receivable show that 2008 will be a good year despite the current market situation. Company / owner has never been late on any payments and has good credit ratings.","small_business","Business Loan to help grow business","950xx",23.05,0,"11/1/97",1,NA,NA,11,0,238903,80.5,23,FALSE,NA,9374,0
7000,7000,"36 months","9.25%",223.42,"B","B2",NA,"3 years","RENT",84000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=637323",NA,"debt_consolidation","josh","344xx",4.33,0,"7/1/05",1,NA,NA,4,0,4109,32.6,5,FALSE,NA,3760,1
8500,8500,"36 months","6.54%",260.68,"A","A4","US Army","8 years","RENT",49232.04,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=644799",NA,"credit_card","PERUNS REFINANCE","782xx",15.72,0,"1/1/98",3,NA,NA,7,0,5557,34.7,21,FALSE,NA,4655,0
7000,7000,"36 months","6.91%",215.86,"A","A5","iStreamPlanet","3 years","RENT",60000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=645971",NA,"debt_consolidation","Credit Card Debt Pay-Off Plan","890xx",19.52,0,"3/1/00",0,63,NA,11,0,2860,25.3,23,FALSE,NA,3692,0
19000,19000,"36 months","11.14%",623.27,"B","B1","Aramark Uniform Serives","10+ years","RENT",65412,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=435004","I want to consolidate my monthly payments so that it will free up some money to start putting into the savings account. Currently trying to get bills paid is limiting me from doing that.","debt_consolidation","Consolidate monthly payments","611xx",21.56,0,"9/1/94",0,NA,NA,9,0,3526,7.8,28,FALSE,NA,8357,0
3600,3600,"36 months","10.74%",117.42,"B","B4","Mutual of America","2 years","RENT",72000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=739607","Borrower added on 04/25/11 > The funds from this loan will be used to pay down a credit card with a higher interest rate.  I have never defaulted on a loan.<br/>","credit_card","Visa Payoff","208xx",13.47,0,"12/1/02",0,NA,NA,12,0,22435,67.4,28,FALSE,NA,1256,0
4500,4500,"36 months","10.95%",147.22,"B","B1","Charles Grayson Salon and SoCap","< 1 year","MORTGAGE",41000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=405124","Hi, My credit score is good and my income is around 41000/year. I own a home, but my mortgage payment is 0 because my fiance takes care of all of the bills. My responsibilities are relatively low, so repaying this loan would be no problem at all.  Thanks! Lindsay Schiller","other","Motorcycle loan - 2005 Suzuki GSXR600","297xx",13.26,0,"5/1/03",3,NA,NA,10,0,3596,33,12,FALSE,NA,1751,0
10000,10000,"36 months","7.74%",312.19,"A","A3","Stanislaus County","10+ years","MORTGAGE",80000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=473198","Borrower added on 12/30/09 > I am a lender seeking to be a borrower with the main purpose being to make funds available to other borrowers.  I have an excellent credit record and am willing to answer any questions related to this loan.<br/>","other","Invest In Others","953xx",1.14,0,"7/1/87",0,NA,NA,11,0,3477,7.3,32,FALSE,NA,5587,0
5000,5000,"36 months","11.71%",165.38,"B","B3","AEG LIVE","4 years","RENT",35000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1062654","Borrower added on 12/08/11 > To finance a car that will be paid faster than 36 months probably within a year.<br>","car","Car","902xx",4.01,0,"10/1/06",1,NA,NA,3,0,4263,61.8,3,FALSE,NA,2081,0
35000,23150,"60 months","17.27%",578.71,"D","D3","Fed Govt-Environmental Protection Agency","8 years","MORTGAGE",208000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1065110","Borrower added on 12/11/11 > This loan will reduce my consolidated bills' payment amounts and interest rates (79.99%) with a new rate of  17.27% for the bills that will be consolidated.<br><br>  Borrower added on 12/22/11 > I need your help to get my bills consolidated.<br><br>  Borrower added on 12/24/11 > This is the last day and I really need your help to fully fund this loan for my bill consolidation.<br>","debt_consolidation","Debt Consolidation","207xx",7.94,0,"2/1/93",0,24,NA,11,0,3761,23.5,79,FALSE,NA,9939,0
35000,35000,"36 months","12.99%",1179.12,"C","C1",NA,"8 years","MORTGAGE",157544,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=854610","I have excellent credit score and a very stable job and I am very confident that I will be able to pay off this loan.null","debt_consolidation","DEBT CONSOLIDATION","774xx",7.62,0,"10/1/03",0,NA,NA,17,0,8860,9.6,28,FALSE,NA,9847,0
10000,10000,"36 months","14.50%",344.21,"E","E2","chris family restaurant","10+ years","MORTGAGE",36000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=313354","I would like to obtain cash for debt consolidation. I need to start getting my wedding plans in order and one payment each month would help me out alot. The lower interest and 36 month repayment plan will make it easier to become debt free sooner than keeping all my revolving accounts active. Thank You.","debt_consolidation","Getting Married","180xx",6.13,0,"8/1/70",1,71,NA,11,0,9060,78.1,23,FALSE,NA,5361,0
5000,5000,"36 months","11.71%",165.38,"B","B3","sunrise assisted living","4 years","RENT",21600,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1030351","Borrower added on 11/20/11 > I need the money for the deposit in our new apartment next month.<br>","other","bill pay","940xx",9.56,0,"9/1/07",0,NA,NA,6,0,5874,74.4,8,FALSE,NA,2079,0
8400,8400,"60 months","17.19%",209.63,"E","E3","Tires Plus","7 years","OWN",48000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=548346","Borrower added on 07/19/10 > the loan is to clean up all my credit cards and the rest is for a car.<br/> Borrower added on 07/22/10 > PLEASE READ PREVIOUS Q&amp;A SO I DONT HAVE TO ANSWER THE SAME QUESTION SIX TIMES, Thank you.<br/>","major_purchase","clean up","190xx",17.18,1,"11/1/01",5,8,NA,10,0,4362,49,25,FALSE,NA,4614,0
5000,5000,"36 months","6.54%",153.34,"A","A4",NA,"9 years","OWN",56400,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=643636","Borrower added on 01/01/11 > I am requesting this loan to assist me with the recent adoption of our two little children from foster care.  To set up 2 rooms for the children was a bit more than anticipated, so I turned to some cc's for quick use.  Now though, I wish to pay them off, and concern myself with only one payment!  I've been in a stable, well-paying position as a paralegal for over ten (10) years and also tutor part-time in the evenings.  My credit rating is impeccable and I'm a firm believer in spending strictly within my means.   Adopting has been pure joy and to plan for my childrens' future, I need to take care of right now.  Thank you for your consideration.<br/>","debt_consolidation","The Right Way","331xx",5.79,0,"9/1/94",0,46,116,15,1,4875,20.8,19,FALSE,NA,2322,1
12000,12000,"36 months","15.99%",421.83,"D","D2","Blue Sky Services","2 years","RENT",50400,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=843844","Borrower added on 08/06/11 > I am sick of the high interest rates on my credit cards and want to pay them off. I'm trying to work hard and be frugal so, I'm not using the cards much at all anymore. I always pay my loans promptly. Thank you all for your investment.<br/>","debt_consolidation","Credit Card Eater","830xx",5.43,0,"7/1/04",2,NA,NA,8,0,6209,45.7,10,FALSE,NA,6335,0
16000,16000,"60 months","12.99%",363.97,"C","C1","Chicago Transit Authority","< 1 year","MORTGAGE",55000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=822168","Borrower added on 07/19/11 > I plan to use this money to pay off my credit cards at a better interest rate than I currently have on my cards. Due to a layoff back in 2009, I had to put more on my card than I wanted to (living expenses, etc.) while I looked for new employment. It added up, with the interest, and now I want to pay it off and get my credit standing to the platinum level! I am a good borrower because I will make my payments timely, no matter what.<br/> Borrower added on 07/26/11 > I would also like to add that while I have only been at my current job since March 2011, I have been employed consistently since 2009.<br/>","debt_consolidation","Credit Cards Loan","606xx",19.11,0,"11/1/95",0,NA,NA,8,0,28198,89.5,17,FALSE,NA,7929,0
12000,12000,"60 months","15.96%",291.57,"C","C5","Erickson-Hall Construction Co.","2 years","MORTGAGE",42000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1052133",NA,"debt_consolidation","Debt Consolidation","928xx",26.11,0,"9/1/90",1,NA,NA,7,0,21114,97.2,23,FALSE,NA,6609,0
30000,30000,"36 months","18.25%",1088.34,"D","D5","Walgreens","7 years","MORTGAGE",131000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1018528","Borrower added on 11/10/11 > I would like to put all my debts into one low easily affordable payment.<br><br> Borrower added on 11/10/11 > I would like to put all my debts into one low easily affordable payment.<br>","debt_consolidation","Consolidation","851xx",9.11,0,"7/1/98",1,25,NA,7,0,100428,19.8,30,FALSE,NA,9703,0
8000,8000,"60 months","14.17%",186.86,"C","C5","Pantheon Ventures US LP","3 years","RENT",84996,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=702385","Borrower added on 03/17/11 > I am going to use this loan to pay off some of my credit cards and some of my medical expenses. I have a stable job since the last 3.5 years and I am confident there I will not be terminated or laid off. The company is doing is extremely well infact we are adding resources. I am very good with my payments. I have never defaulted on any of my payments ever. I successfully paid off my student loan a year ago.<br/>","other","Other Loan","945xx",9.87,0,"12/1/06",1,NA,NA,9,0,7990,59.5,15,FALSE,NA,4484,0
